Ds benchmark...
DsName       V_Num       insert   insert/per       read     read/per     update     update/per        for      for/per       delete   delete/per
DictDs      524288        5.57s   10626.76ns   444.81ms     848.41ns      8.25s     15740.27ns    67.23ms     128.23ns        6.99s   13338.90ns
DictDs      524288        5.51s   10508.57ns   448.08ms     854.65ns      8.23s     15702.61ns    66.48ms     126.81ns        7.10s   13540.64ns
DictDs      524288        5.56s   10595.80ns   434.94ms     829.58ns      8.29s     15807.11ns    67.36ms     128.49ns        7.01s   13379.22ns
DictDs      524288        5.67s   10818.22ns   472.80ms     901.80ns      8.46s     16136.16ns    76.56ms     146.03ns        7.23s   13792.08ns
DictDs      524288        5.70s   10865.54ns   427.89ms     816.14ns      8.20s     15645.59ns    66.65ms     127.13ns        7.17s   13676.25ns
DictDs      524288        5.54s   10573.60ns   421.49ms     803.94ns      8.28s     15797.95ns    67.44ms     128.64ns        7.41s   14128.99ns
DictDs      524288        6.21s   11839.84ns   468.80ms     894.16ns      8.93s     17031.54ns    67.59ms     128.91ns        7.39s   14097.23ns
DictDs      524288        5.84s   11145.59ns   443.76ms     846.40ns      9.05s     17266.62ns    67.17ms     128.12ns        7.25s   13819.03ns
DictDs      524288        5.71s   10897.77ns   436.39ms     832.34ns      8.33s     15890.59ns    68.27ms     130.22ns        7.30s   13932.08ns
DictDs      524288        5.76s   10995.34ns   447.29ms     853.14ns      8.44s     16092.82ns    73.79ms     140.73ns        7.57s   14437.59ns
DictDs      524288        5.98s   11407.11ns   521.58ms     994.84ns      8.90s     16976.63ns    66.97ms     127.74ns        7.55s   14407.77ns
DictDs      524288        6.03s   11493.51ns   467.61ms     891.89ns      9.10s     17352.45ns    77.07ms     147.00ns        7.21s   13749.03ns
DictDs      524288        5.87s   11194.95ns   440.19ms     839.59ns      8.39s     15997.33ns    67.12ms     128.02ns        8.28s   15797.33ns
DictDs      524288        5.99s   11433.57ns   541.70ms    1033.20ns     10.68s     20369.27ns    65.91ms     125.72ns        7.40s   14117.28ns
DictDs      524288        5.70s   10874.03ns   470.46ms     897.33ns      9.23s     17611.58ns    64.03ms     122.14ns        7.77s   14811.58ns
DictDs      524288        6.19s   11813.93ns   475.78ms     907.48ns      8.93s     17026.75ns    67.24ms     128.25ns        7.53s   14356.62ns
DictDs      524288        5.81s   11075.60ns   565.00ms    1077.65ns     10.58s     20179.06ns    86.82ms     165.60ns        9.27s   17678.64ns
DictDs      524288        6.65s   12689.25ns   430.52ms     821.15ns      9.42s     17962.88ns    80.00ms     152.58ns        8.06s   15369.39ns
DictDs      524288        7.17s   13670.62ns   454.27ms     866.46ns     10.47s     19964.70ns    67.76ms     129.24ns        8.23s   15693.27ns
DictDs      524288        7.12s   13574.85ns   474.82ms     905.64ns      9.48s     18076.76ns    57.69ms     110.03ns        7.38s   14076.66ns
DictDs      524288        5.83s   11118.18ns   436.40ms     832.37ns      8.51s     16228.11ns    71.81ms     136.96ns        7.25s   13832.28ns
DictDs      524288        5.72s   10918.26ns   422.96ms     806.73ns      8.66s     16517.82ns    66.62ms     127.07ns        7.40s   14109.60ns
DictDs     1048576       24.35s   23220.97ns   991.91ms     945.96ns     40.09s     38231.41ns   140.19ms     133.70ns       29.09s   2774                  2.17ns
DictDs     1048576       24.70s   23553.29ns   993.12ms     947.12ns     30.67s     29253.09ns   141.15ms     134.62ns       26.81s   2556                  3.27ns
DictDs     1048576       24.82s   23668.91ns   983.06ms     937.52ns     35.90s     34236.69ns   141.14ms     134.60ns       28.10s   26795.27ns
DictDs     1048576       23.78s   22678.49ns      1.03s     987.04ns     30.88s     29449.77ns   157.21ms     149.93ns       27.30s   26037.85ns
DictDs     1048576       24.12s   23006.64ns   955.10ms     910.85ns     31.76s     30291.03ns   153.32ms     146.22ns       29.11s   27760.73ns
DictDs     1048576       24.50s   23367.64ns   973.65ms     928.55ns     31.32s     29866.75ns   142.02ms     135.44ns       26.45s   25224.86ns
DictDs     1048576       24.14s   23018.65ns   962.74ms     918.14ns     30.42s     29008.66ns   139.55ms     133.08ns       26.56s   25330.95ns
DictDs     1048576       23.99s   22878.44ns   992.32ms     946.35ns     30.83s     29403.43ns   141.06ms     134.52ns       27.23s   25966.11ns
DictDs     1048576       24.03s   22915.30ns   967.62ms     922.79ns     30.49s     29076.49ns   144.18ms     137.50ns       26.95s   25705.28ns
DictDs     1048576       24.09s   22978.70ns      1.02s     974.89ns     30.49s     29081.77ns   140.19ms     133.70ns       26.65s   25414.15ns
DictDs     1048576       23.88s   22769.33ns   945.19ms     901.40ns     30.73s     29303.43ns   142.12ms     135.54ns       26.69s   25450.82ns
DictDs     1048576       23.89s   22786.26ns   964.97ms     920.27ns     30.56s     29142.10ns   156.07ms     148.84ns       26.35s   25133.92ns
DictDs     1048576       23.89s   22778.92ns   975.93ms     930.72ns     30.23s     28824.89ns   141.34ms     134.79ns       26.31s   25093.78ns
DictDs     1048576       23.99s   22881.77ns   985.53ms     939.88ns     31.22s     29773.06ns   141.23ms     134.68ns       27.71s   26426.10ns
DictDs     1048576       24.32s   23191.33ns      1.01s     963.78ns     31.11s     29669.59ns   147.60ms     140.77ns       26.66s   25420.48ns
DictDs     1048576       25.18s   24009.90ns   991.95ms     946.00ns     30.79s     29361.26ns   142.78ms     136.17ns       26.54s   25308.32ns
DictDs     1048576       24.61s   23473.63ns      1.09s    1036.23ns     31.62s     30153.88ns   141.74ms     135.18ns       26.74s   25499.18ns
DictDs     1048576       24.29s   23161.57ns   993.28ms     947.27ns     30.58s     29163.36ns   162.05ms     154.54ns       27.22s   25957.87ns
DictDs     1048576       24.13s   23012.97ns   974.12ms     929.00ns     30.48s     29068.33ns   147.51ms     140.68ns       27.28s   26011.56ns
DictDs     1048576       24.47s   23336.09ns   990.70ms     944.80ns     30.67s     29245.03ns   140.52ms     134.01ns       26.37s   25151.79ns
DictDs     1048576       24.26s   23133.38ns   994.87ms     948.78ns     30.52s     29110.61ns   142.72ms     136.11ns       27.23s   25970.26ns
DictDs     1048576       24.29s   23160.66ns   976.61ms     931.37ns     32.26s     30767.78ns   144.01ms     137.34ns       26.98s   25730.23ns

DsName       V_Num       insert   insert/per       read     read/per     update     update/per        for      for/per       delete   delete/per
=================================================================================================================================================
Gb_treesD        8      14.05us    1755.75ns     2.73us     341.88ns     6.99us       874.13ns     1.20us     150.25ns       5.61us     701.38ns
Gb_treesD        8       6.01us     751.38ns     5.28us     660.00ns     5.52us       690.00ns      762ns      95.25ns       5.71us     713.75ns
Gb_treesD        8       5.61us     701.25ns     4.43us     553.50ns    10.06us      1257.38ns     1.01us     126.50ns       5.50us     687.50ns
Gb_treesD        8       5.38us     672.50ns     4.55us     568.50ns     4.66us       582.38ns      731ns      91.38ns       3.85us     480.88ns
Gb_treesD        8       5.96us     745.13ns     5.16us     645.00ns     4.91us       613.63ns      751ns      93.88ns       4.60us     574.88ns
Gb_treesD        8       6.15us     768.88ns     4.54us     567.38ns     5.17us       646.13ns      782ns      97.75ns       5.05us     631.13ns
Gb_treesD        8       5.52us     690.00ns     4.41us     551.00ns     8.14us      1018.13ns      862ns     107.75ns       6.26us     782.75ns
Gb_treesD        8       7.59us     949.25ns     5.27us     658.75ns     4.78us       597.25ns      772ns      96.50ns       8.55us    1068.25ns
Gb_treesD        8       5.38us     672.63ns     4.28us     534.63ns     4.70us       587.38ns      712ns      89.00ns       4.65us     581.00ns
Gb_treesD        8       5.56us     695.00ns     4.28us     534.75ns     6.20us       775.25ns      711ns      88.88ns       4.83us     603.63ns
Gb_treesD        8       5.84us     730.13ns     4.59us     573.63ns     5.16us       644.88ns      802ns     100.25ns       4.55us     568.50ns
Gb_treesD        8       5.68us     710.13ns     4.21us     526.00ns     5.58us       697.50ns      671ns      83.88ns       4.89us     611.13ns
Gb_treesD        8       5.35us     668.75ns     4.29us     536.00ns     8.67us      1083.25ns     1.04us     130.25ns       4.61us     576.00ns
Gb_treesD        8       5.78us     722.63ns     4.98us     622.38ns     5.17us       646.25ns      731ns      91.38ns       4.66us     582.38ns
Gb_treesD        8       5.15us     643.75ns     4.15us     518.38ns     4.31us       538.63ns      781ns      97.63ns       4.31us     538.50ns
Gb_treesD        8       5.16us     645.00ns     3.91us     488.38ns     4.51us       563.50ns      692ns      86.50ns       4.45us     556.00ns
Gb_treesD        8       5.93us     741.38ns     4.28us     534.75ns     4.99us       623.63ns      751ns      93.88ns       4.63us     578.63ns
Gb_treesD        8       5.57us     696.25ns     7.97us     996.88ns     5.74us       717.63ns      852ns     106.50ns       4.93us     616.13ns
Gb_treesD        8       5.80us     725.00ns     4.37us     546.13ns     4.86us       607.38ns      911ns     113.88ns       4.87us     608.63ns
Gb_treesD        8       6.11us     764.00ns     5.31us     663.75ns     6.62us       827.75ns     1.05us     131.50ns       6.16us     770.13ns
Gb_treesD        8       5.58us     697.63ns     5.09us     636.13ns     9.60us      1199.75ns      922ns     115.25ns       4.91us     613.63ns
Gb_treesD        8       5.84us     730.13ns     4.69us     586.13ns     5.27us       658.75ns      791ns      98.88ns       5.60us     700.13ns
Gb_treesD       16      24.20us    1512.81ns     6.01us     375.69ns    12.18us       761.44ns     1.05us      65.75ns       8.20us     512.19ns
Gb_treesD       16      23.51us    1469.56ns     5.75us     359.44ns    11.33us       708.19ns      962ns      60.13ns      10.47us     654.38ns
Gb_treesD       16      22.34us    1396.38ns     5.40us     337.50ns    15.41us       963.00ns     1.06us      66.38ns       7.42us     464.00ns
Gb_treesD       16      21.19us    1324.38ns     5.18us     323.75ns     9.57us       597.94ns      772ns      48.25ns       7.08us     442.69ns
Gb_treesD       16      21.62us    1351.31ns     6.92us     432.63ns     9.97us       623.06ns     1.03us      64.50ns       9.89us     618.00ns
Gb_treesD       16      16.73us    1045.75ns     3.67us     229.13ns     7.19us       449.63ns      761ns      47.56ns       6.74us     421.44ns
Gb_treesD       16      21.79us    1361.94ns     5.21us     325.56ns     9.58us       598.63ns      832ns      52.00ns       6.80us     425.13ns
Gb_treesD       16      21.19us    1324.31ns     5.23us     326.88ns     9.83us       614.25ns      962ns      60.13ns       8.75us     546.63ns
Gb_treesD       16      20.14us    1258.63ns     4.95us     309.31ns    26.57us      1660.63ns     1.12us      70.13ns      16.76us    1047.56ns
Gb_treesD       16      21.12us    1319.94ns     5.15us     321.88ns    13.61us       850.31ns     1.37us      85.75ns       9.64us     602.38ns
Gb_treesD       16      17.12us    1070.13ns     4.59us     286.75ns     7.23us       452.13ns      881ns      55.06ns      14.05us     877.94ns
Gb_treesD       16      16.32us    1020.00ns     3.64us     227.31ns    14.04us       877.25ns     1.10us      68.88ns       9.43us     589.25ns
Gb_treesD       16      22.33us    1395.75ns     3.67us     229.13ns     6.81us       425.81ns      722ns      45.13ns       6.63us     414.50ns
Gb_treesD       16      18.59us    1161.56ns     3.61us     225.44ns     7.36us       460.19ns      882ns      55.13ns       9.33us     582.94ns
Gb_treesD       16      20.79us    1299.31ns     4.87us     304.31ns     7.88us       492.81ns      771ns      48.19ns       6.67us     417.00ns
Gb_treesD       16      21.21us    1325.63ns     4.23us     264.25ns    14.42us       901.06ns     1.02us      63.81ns       9.22us     576.13ns
Gb_treesD       16      21.24us    1327.50ns     4.93us     308.06ns     9.35us       584.19ns      982ns      61.38ns       9.45us     590.50ns
Gb_treesD       16      21.90us    1368.81ns     4.90us     306.19ns     9.31us       581.69ns      982ns      61.38ns       9.42us     588.63ns
Gb_treesD       16      21.09us    1318.06ns     4.91us     306.81ns     9.17us       572.94ns      882ns      55.13ns       9.07us     566.69ns
Gb_treesD       16      20.24us    1264.81ns     4.97us     310.63ns     8.89us       555.38ns      832ns      52.00ns       7.46us     466.50ns
Gb_treesD       16      25.83us    1614.25ns     6.95us     434.56ns     9.76us       609.88ns     1.03us      64.50ns       9.07us     566.69ns
Gb_treesD       16      57.83us    3614.25ns     5.21us     325.56ns     9.43us       589.25ns      972ns      60.75ns       9.60us     599.88ns
Gb_treesD       32      37.13us    1160.28ns     7.25us     226.66ns    18.02us       563.25ns     4.95us     154.66ns      16.51us     515.97ns
Gb_treesD       32      49.49us    1546.63ns    10.21us     319.03ns    19.52us       609.91ns     3.91us     122.09ns      11.72us     366.31ns
Gb_treesD       32      44.28us    1383.81ns    13.38us     418.28ns    24.98us       780.53ns     4.99us     155.91ns      16.36us     511.25ns
Gb_treesD       32      39.34us    1229.50ns     7.07us     221.03ns    17.25us       539.13ns     3.54us     110.53ns      11.55us     360.97ns
Gb_treesD       32      46.12us    1441.09ns    10.21us     319.03ns    21.53us       672.84ns     3.83us     119.59ns      11.65us     364.09ns
Gb_treesD       32      39.08us    1221.34ns     7.10us     221.97ns    17.26us       539.47ns     3.39us     105.81ns      12.50us     390.72ns
Gb_treesD       32      49.03us    1532.22ns    10.17us     317.78ns    18.24us       570.13ns     3.21us     100.19ns      11.57us     361.63ns
Gb_treesD       32      39.60us    1237.63ns     7.12us     222.59ns    15.68us       489.97ns     3.11us      97.06ns      11.38us     355.66ns
Gb_treesD       32      37.94us    1185.63ns     7.06us     220.72ns    15.50us       484.34ns     3.06us      95.50ns      11.33us     354.09ns
Gb_treesD       32      45.20us    1412.63ns     7.79us     243.28ns    58.97us      1842.81ns     7.37us     230.41ns      18.15us     567.31ns
Gb_treesD       32      33.78us    1055.72ns     7.12us     222.59ns    17.44us       545.06ns     3.73us     116.47ns      11.97us     374.16ns
Gb_treesD       32      46.93us    1466.47ns    10.67us     333.44ns    17.81us       556.66ns     3.47us     108.34ns      15.47us     483.41ns
Gb_treesD       32      32.61us    1019.09ns     7.08us     221.34ns    15.95us       498.44ns     3.30us     103.00ns      11.57us     361.63ns
Gb_treesD       32      57.98us    1811.81ns     7.30us     228.25ns    16.11us       503.44ns     3.32us     103.63ns      11.38us     355.66ns
Gb_treesD       32      44.08us    1377.56ns    12.30us     384.47ns    21.49us       671.56ns     4.22us     131.81ns      17.03us     532.25ns
Gb_treesD       32      46.41us    1450.19ns    10.05us     314.03ns    22.67us       708.50ns     4.29us     134.00ns      17.74us     554.47ns
Gb_treesD       32      31.74us     991.84ns     6.96us     217.59ns    15.71us       490.91ns     3.09us      96.44ns      11.64us     363.78ns
